id,season_id,slot_position,status,username
24a5e1c7-8ec2-4374-a32c-4352f2d582a0,3c2c1602-45a7-4367-8fa3-cae3938c1ad3,3,active,Creator_Spooky
d6c475b2-df6c-4084-ba3e-49d1942869ba,3c2c1602-45a7-4367-8fa3-cae3938c1ad3,3,active,chiefnavajo
594a9675-9b76-4d68-8880-1ed0e440d230,3c2c1602-45a7-4367-8fa3-cae3938c1ad3,3,active,Creator_Ballet
