id,slot_position,status,season_id,voting_started_at,voting_ends_at,season_label,season_status,active_clips_count
2da03c9b-c088-4f75-aff8-76a051625c95,3,voting,3c2c1602-45a7-4367-8fa3-cae3938c1ad3,2025-12-23 15:28:06.942+00,2025-12-24 15:28:06.942+00,Season 1 – Genesis,active,4
